local_index,bodyId,type,instance,side,role,nt,sign,sector,input_channel_kind,input_gain,superclass
555,20799,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
556,21299,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
557,21361,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
558,22253,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
559,22557,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
560,23247,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
561,23349,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
562,23550,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
563,23665,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
564,23919,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
565,24308,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
566,24568,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
567,24605,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
568,24840,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
569,25027,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
570,25136,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
571,25209,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
572,25286,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
573,25524,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
574,25572,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
575,25575,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
576,25854,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
577,26416,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
578,26528,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
579,27023,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
580,27355,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
581,27399,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
582,27716,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
583,27796,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
584,28011,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
585,28188,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
586,29319,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
587,29702,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
588,29753,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
589,29815,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
590,29955,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
591,30512,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
592,30893,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
593,30895,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
594,31105,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
595,31563,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
596,32223,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
597,32237,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
598,32737,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
599,33303,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
600,33406,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
601,33965,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
602,34051,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
603,34407,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
604,34655,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
605,35294,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
606,40811,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
607,40841,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
608,41097,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
609,95241,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
610,100103,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
611,111903,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
612,112292,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
613,129687,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
614,134521,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
615,514670,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
616,515971,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
617,517078,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
618,517079,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
619,517819,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
620,518731,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
621,520764,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
622,521115,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
623,524366,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
624,525844,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
625,531014,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
626,533895,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
627,536444,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
628,14465,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
629,17551,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
630,18672,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
631,18929,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
632,19034,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
633,19146,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
634,19229,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
635,19249,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
636,19549,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
637,19589,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
638,19608,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
639,19842,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
640,20047,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
641,20103,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
642,20162,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
643,20182,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
644,20269,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
645,20334,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
646,20471,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
647,20535,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
648,20584,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
649,20694,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
650,20749,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
651,21045,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
652,21318,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
653,21562,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
654,21703,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
655,21769,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
656,21808,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
657,21862,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
658,21899,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
659,22218,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
660,22261,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
661,22677,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
662,23497,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
663,23590,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
664,23878,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
665,24118,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
666,24187,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
667,24268,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
668,24401,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
669,24800,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
670,25253,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
671,25267,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
672,25316,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
673,25497,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
674,25511,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
675,25636,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
676,26147,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
677,26393,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
678,26730,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
679,26915,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
680,27471,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
681,27566,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
682,28003,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
683,28044,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
684,28741,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
685,28871,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
686,29014,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
687,29183,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
688,29216,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
689,29287,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
690,29391,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
691,29598,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
692,29873,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
693,29986,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
694,30041,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
695,30207,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
696,30938,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
697,31257,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
698,31964,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
699,31988,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
700,32507,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
701,33185,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
702,33396,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
703,33439,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
704,33694,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
705,34110,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
706,34372,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
707,34681,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
708,35632,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
709,35680,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
710,35838,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
711,35889,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
712,37431,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
713,37613,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
714,37925,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
715,38542,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,5,angular_size,1.0,visual_projection
716,39620,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
717,50287,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,7,angular_size,1.0,visual_projection
718,55627,LPLC2,LPLC2_R,R,vpn,acetylcholine,1.0,6,angular_size,1.0,visual_projection
719,10801,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
720,12574,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
721,13909,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
722,14132,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
723,14588,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
724,15599,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
725,15664,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
726,15935,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
727,15951,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
728,16304,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
729,17993,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
730,18145,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
731,18155,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
732,18365,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
733,18558,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
734,18718,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
735,18918,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
736,18986,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
737,19677,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
738,20040,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
739,20219,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
740,20872,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
741,20914,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
742,21216,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
743,21738,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
744,22800,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
745,22883,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
746,22918,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
747,23237,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
748,23394,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
749,24128,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
750,24992,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
751,28140,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
752,30276,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
753,30640,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
754,52652,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
755,91616,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
756,92625,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
757,96253,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
758,141054,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
759,515901,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
760,518588,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
761,519933,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
762,522464,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
763,524089,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
764,531620,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
765,535397,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
766,556556,LPLC4,LPLC4_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
767,16469,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
768,17302,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
769,17307,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
770,17677,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
771,17831,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
772,18079,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
773,18282,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
774,18314,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
775,18384,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
776,18605,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
777,18631,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
778,18661,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
779,18746,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
780,18809,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
781,18895,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
782,18943,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
783,18970,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
784,19050,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
785,19202,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
786,19529,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
787,19580,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
788,19599,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
789,20175,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
790,20210,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
791,20481,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
792,20801,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
793,21159,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
794,21164,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
795,21352,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
796,21483,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
797,22028,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
798,23115,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
799,23271,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
800,23664,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
801,25840,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
802,26059,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
803,26163,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
804,26167,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
805,27882,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
806,28191,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
807,28228,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
808,29335,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
809,29386,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
810,32341,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
811,32508,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
812,33085,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
813,33539,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
814,35618,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
815,41839,LPLC4,LPLC4_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
