local_index,bodyId,type,instance,side,role,nt,sign,sector,input_channel_kind,input_gain,superclass
278,15018,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
279,16809,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
280,16917,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
281,17270,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
282,17340,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
283,17478,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
284,17608,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
285,17653,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
286,18396,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
287,18432,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
288,18478,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
289,20440,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
290,20572,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
291,20859,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
292,20967,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
293,20976,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
294,21721,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
295,22772,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
296,22922,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
297,23202,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
298,23226,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
299,24523,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
300,27624,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
301,27750,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
302,27829,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
303,28980,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
304,29417,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
305,29469,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
306,29514,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
307,30087,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
308,31301,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
309,31308,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
310,31429,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
311,32597,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
312,33137,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
313,34845,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
314,35262,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
315,35616,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
316,37587,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
317,77614,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
318,81112,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
319,100485,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
320,107513,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
321,111787,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
322,511914,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
323,512366,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
324,512705,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
325,514508,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
326,514956,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
327,515476,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
328,515900,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
329,516909,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
330,517752,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
331,518016,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
332,518439,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
333,518544,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
334,518730,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
335,518983,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
336,519650,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
337,519931,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
338,520449,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
339,524899,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
340,526286,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
341,530029,LC4,LC4_L,L,vpn,acetylcholine,1.0,3,expansion,1.0,visual_projection
342,532254,LC4,LC4_L,L,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
343,533129,LC4,LC4_L,L,vpn,acetylcholine,1.0,1,expansion,1.0,visual_projection
344,535341,LC4,LC4_L,L,vpn,acetylcholine,1.0,2,expansion,1.0,visual_projection
345,16128,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
346,16138,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
347,16628,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
348,17054,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
349,17266,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
350,17364,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
351,17548,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
352,17668,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
353,17860,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
354,17926,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
355,17987,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
356,18127,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
357,18189,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
358,19260,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
359,19420,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
360,19543,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
361,19550,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
362,19634,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
363,19794,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
364,19954,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
365,20016,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
366,20282,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
367,20399,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
368,20542,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
369,20588,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
370,20673,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
371,20808,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
372,20917,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
373,21151,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
374,21165,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
375,21225,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
376,21287,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
377,21313,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
378,21336,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
379,21804,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
380,22034,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
381,22194,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
382,22328,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
383,22847,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
384,22966,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
385,22975,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
386,23098,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
387,23392,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
388,23792,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
389,23929,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
390,24338,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
391,25584,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
392,26112,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
393,28945,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
394,29563,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
395,30480,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
396,30803,LC4,LC4_R,R,vpn,acetylcholine,1.0,5,expansion,1.0,visual_projection
397,31262,LC4,LC4_R,R,vpn,acetylcholine,1.0,0,expansion,1.0,visual_projection
398,38065,LC4,LC4_R,R,vpn,acetylcholine,1.0,7,expansion,1.0,visual_projection
399,527408,LC4,LC4_R,R,vpn,acetylcholine,1.0,6,expansion,1.0,visual_projection
400,12052,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
401,12114,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
402,12397,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
403,12661,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
404,13086,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
405,13110,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
406,13180,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
407,14535,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
408,14689,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
409,14731,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
410,15049,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
411,15058,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
412,15253,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
413,15893,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
414,16377,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
415,16768,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
416,17734,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
417,17857,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
418,18477,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
419,18506,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
420,19578,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
421,19855,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
422,20074,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
423,20292,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
424,20758,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
425,21003,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
426,21282,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
427,21684,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
428,21967,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
429,22260,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
430,22329,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
431,22867,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
432,24791,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
433,24794,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
434,24820,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
435,25031,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
436,25260,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
437,25435,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
438,25679,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
439,26656,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
440,28080,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
441,28239,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
442,28656,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
443,29383,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
444,29435,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
445,30286,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
446,30877,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
447,31661,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
448,32290,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
449,33599,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
450,33910,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
451,82816,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
452,115313,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
453,116613,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
454,117237,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
455,125927,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
456,512087,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
457,514191,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
458,514792,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
459,514846,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
460,517600,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
461,518794,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
462,519153,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
463,520078,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
464,526999,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
465,534743,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,1,expansion,0.5,visual_projection
466,536395,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,2,expansion,0.5,visual_projection
467,555734,LPLC1,LPLC1_L,L,vpn,acetylcholine,1.0,3,expansion,0.5,visual_projection
468,18710,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
469,18742,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
470,19114,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
471,19210,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
472,19403,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
473,19653,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
474,19685,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
475,20031,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
476,20036,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
477,20083,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
478,20508,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
479,20783,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
480,20865,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
481,21023,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
482,21074,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
483,21180,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
484,21220,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
485,21240,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
486,21540,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
487,21677,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
488,21722,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
489,21850,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
490,22274,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
491,22324,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
492,22447,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
493,22449,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
494,22790,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
495,22911,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
496,23030,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
497,23116,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
498,23333,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
499,23751,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
500,23906,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
501,23938,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
502,23941,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
503,24177,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
504,24222,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
505,24508,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
506,24802,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
507,24920,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
508,25169,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
509,25178,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
510,25386,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
511,25624,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
512,25870,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
513,26033,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
514,26333,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
515,26365,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
516,26880,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
517,28033,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
518,28249,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
519,28586,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
520,28723,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
521,29529,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
522,29937,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
523,30814,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
524,31132,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
525,31592,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
526,32343,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
527,33897,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
528,36377,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
529,37441,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
530,39151,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,6,expansion,0.5,visual_projection
531,39206,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,5,expansion,0.5,visual_projection
532,42517,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,0,expansion,0.5,visual_projection
533,107939,LPLC1,LPLC1_R,R,vpn,acetylcholine,1.0,7,expansion,0.5,visual_projection
534,11498,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
535,12384,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
536,13132,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
537,13726,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
538,13764,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
539,14030,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
540,14102,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
541,15804,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
542,17059,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
543,17544,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
544,17774,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
545,17775,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
546,17880,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
547,17990,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
548,18900,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
549,18936,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
550,19787,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
551,19830,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,1,angular_size,1.0,visual_projection
552,19911,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,2,angular_size,1.0,visual_projection
553,20240,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,3,angular_size,1.0,visual_projection
554,20329,LPLC2,LPLC2_L,L,vpn,acetylcholine,1.0,0,angular_size,1.0,visual_projection
