arm,dir_deg,speed,n,n_dn_mean,n_dn_sd,n_dn_med,n_dn_ci_lo,n_dn_ci_hi,n_base_mean,n_base_sd,n_base_med,n_base_ci_lo,n_base_ci_hi,li_mean,li_sd,li_med,li_ci_lo,li_ci_hi,d_away_mean,d_away_sd,d_away_med,d_away_ci_lo,d_away_ci_hi,disp_mean,disp_sd,disp_med,disp_ci_lo,disp_ci_hi,ta_mean,ta_sd,ta_med,ta_ci_lo,ta_ci_hi,v_peak_mean,v_peak_sd,v_peak_med,v_peak_ci_lo,v_peak_ci_hi,esc_peak_mean,esc_peak_sd,esc_peak_med,esc_peak_ci_lo,esc_peak_ci_hi
A,0,fast,100,96.63,42.25154553386184,107.5,88.23949999999999,104.6715,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,,,,,,0.1453281618730159,0.11832175508915409,0.12823518912148218,0.12150782946535109,0.1696902824974063,0.2311852755661952,0.09238485399498525,0.24429872064061836,0.2136346350285224,0.2490395640067621,0.93,0.2551470164434615,1.0,0.87,0.97,1.0780439802975237,0.12728727531125986,1.0635729208169398,1.0547383646751223,1.1004162889949904,1.856107829125947,0.7545654916492334,2.169659584760666,1.7049915932680004,2.0008049842632927
A,0,medium,100,95.15,69.4269940297,89.5,81.09,108.64075,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,,,,,,0.19767501116034636,0.13293866906212087,0.21929459379605026,0.1714956327028154,0.2230764496902485,0.29681348707707256,0.06604219819187199,0.2856096800548268,0.284640915754107,0.30903785920929444,0.93,0.2551470164434615,1.0,0.88,0.97,0.9903954543931338,0.11770398131167488,0.9944980561439143,0.9684063268351423,1.0131673593387136,1.0342273837772482,0.5180911278032095,1.1999900490045547,0.9322202129653598,1.1390074029653476
A,0,slow,100,51.96,45.57738913101539,48.0,43.2355,61.1505,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,,,,,,0.133972274594084,0.11709293618622522,0.13849305969810613,0.1108145007668055,0.1564811181574813,0.25196529304419063,0.07817965107341307,0.24310466156314653,0.23777914903011943,0.2685716466610757,0.88,0.32496153618543844,1.0,0.81,0.94,0.8231471769427737,0.20937363474317178,0.9137730966892864,0.7813352876491494,0.864381486975965,0.5970346894331305,0.3927630291292178,0.6470723748207092,0.5193696130456938,0.6715128258004296
A,45,fast,100,67.37,23.101798631275447,71.0,62.879250000000006,71.71374999999999,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,0.29204032049676,0.629915087938176,0.6328626444159178,0.16850829214463903,0.4094194882687546,0.11566789087327128,0.1433912051384435,0.10814749027563289,0.08745628932000198,0.14396289915107063,0.25207130165960195,0.07877237831242734,0.2510561536538364,0.23779134948911598,0.26746446065986457,0.71,0.4537620521815371,1.0,0.62,0.8,1.1377944220270626,0.14820197065674023,1.2104171837080702,1.1105686644286532,1.1654019415242063,1.2972802999566329,0.4403977209929185,1.3339094296097755,1.2128765883194284,1.3819372283306952
A,45,medium,100,43.9,28.45786358811919,43.5,38.519000000000005,49.152499999999996,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,0.35636654488575126,0.6811147313180406,0.7692307692307693,0.21627685671055816,0.492352106530481,0.11636541036884548,0.14869992105056606,0.11363450775433047,0.08851846944350468,0.14520413913439767,0.2744116703431157,0.07168045870631762,0.2669369026322713,0.26064842592357085,0.28868187375588594,0.69,0.46249324319388707,1.0,0.6,0.78,0.9068960713623545,0.14644343967706172,0.9169310024034716,0.8786654133862778,0.9369008243891871,0.6614509980674734,0.38020745347101875,0.6155277146026492,0.5921660661984232,0.7319131054273706
A,45,slow,100,26.88,24.613118453377663,26.0,22.509500000000003,31.5115,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,0.42825920002685547,0.689340903720091,0.8333333333333334,0.2583161782929566,0.56817781861867,0.07255224995533767,0.13437620413862786,0.04138151147640768,0.04775720205282114,0.09973212407391316,0.2580609193914892,0.06784363050892238,0.2513165219373734,0.24532352273566405,0.27165225315532665,0.59,0.49183330509431744,1.0,0.49,0.6802499999999998,0.7859522952009447,0.2367064482450058,0.885861482429551,0.7378322767244448,0.8317992221765619,0.37053251933846454,0.2926771039247418,0.3285213001072407,0.3163778140009825,0.42283101491838715
A,90,fast,100,63.19,25.234379326625014,62.5,58.3495,67.94125,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,0.280833983481714,0.622575409842557,0.4849397590361446,0.1488005208155109,0.39580667490797855,0.1182362151885912,0.14963408966329111,0.13753107961413935,0.08921220921136795,0.1464970357090273,0.239599418370651,0.08316591950505056,0.24849062391035984,0.22313216121739343,0.2563044582153301,0.81,0.3923009049186606,1.0,0.73975,0.88,1.080848716027538,0.15118006294561792,1.1134247132539539,1.0512332822405577,1.1090392328050935,1.1238525323055364,0.4500643926239322,1.125911831855774,1.0329503881863784,1.2129162173920922
A,90,medium,100,33.27,26.588664878101717,23.0,28.059749999999998,38.8605,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,0.34922899680376973,0.7333739510352965,0.7295454545454545,0.2006313532627645,0.49436896869079494,0.09859048896366947,0.16095167286455622,0.1033836868186562,0.06905662644350408,0.1309487956490559,0.26425126616039274,0.0750851075837556,0.25084036311928115,0.24925168132257547,0.2795729501115993,0.69,0.46249324319388707,1.0,0.6,0.78,0.8088782747080583,0.2543150095208688,0.9278723999581885,0.756150408744856,0.8576811148239082,0.587627676570967,0.4226634177782532,0.38426902890205383,0.5037694288673983,0.6699130586376012
A,90,slow,100,15.84,23.387483832169718,5.0,11.51925,20.6105,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,0.3668679417491385,0.752050353363855,0.7807807807807807,0.19771745052793735,0.5384588062441151,0.043870865475033674,0.144144068480188,0.041890537048906114,0.016675406334885647,0.07328682055577677,0.25308614210979224,0.07446738115503868,0.2637348816221117,0.239152616954634,0.26754780714659143,0.54,0.49839743177508444,1.0,0.45,0.64,0.7626748922785844,0.26151441202109416,0.8838055482016344,0.7123095994631156,0.8134404392325316,0.3092466751354822,0.33069636586301093,0.1535995677113533,0.24266327978918872,0.3752543780937939
A,135,fast,100,71.98,29.14686260989336,80.0,66.27,77.73025,0.10666666666666666,0.36172426576668093,0.0,0.04,0.18666666666666665,0.2068580130134011,0.5969446947967089,0.28695652173913044,0.0864260950733442,0.32943437258345537,0.10657738326914652,0.16008582758791864,0.10636685956517467,0.07661386750127952,0.1383910250485248,0.2528137559053445,0.08865872757250516,0.27561992783968764,0.2337626011707276,0.26925436005193704,0.69,0.46249324319388707,1.0,0.59,0.78,1.0705635716478799,0.17129240526705697,1.0670097953800304,1.0399026310505672,1.1033068986848615,1.3293336833897047,0.48558510023669543,1.3974892497062683,1.2371450253285583,1.4240278715070454
